city_id,city,name,rating,url
6,Paris,Le Charme Alsacien,9.2,https://www.booking.com/hotel/fr/le-charme-alsacien.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults
6,Paris,BnBNova - 1BR - Canal Saint - Martin,,https://www.booking.com/hotel/fr/cozy-1br-by-canal-saint-martin-central-paris-paris1.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults
6,Paris,Balcony Eiffel Tower View Newly Refurbished Apt,,https://www.booking.com/hotel/fr/balcony-eiffel-tower-view-newly-refurbished-apt.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults
6,Paris,Mercure Tour Eiffel Grenelle,8.2,https://www.booking.com/hotel/fr/toureiffelparis.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from_sustainable_property_sr=1&from=searchresults
6,Paris,Hotel Cluny Square,8.4,https://www.booking.com/hotel/fr/clunysquareparis.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults
6,Paris,Studio moderne & calme idéal pour mobilité et télétravail,,https://www.booking.com/hotel/fr/studio-moderne-amp-calme-ideal-pour-mobilite-et-teletravail.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults
6,Paris,Hôtel Botaniste,8.6,https://www.booking.com/hotel/fr/botaniste.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults
6,Paris,Top Floor Parisian Gem Views & Balcony,9.1,https://www.booking.com/hotel/fr/top-floor-parisian-gem-views-balcony.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults
6,Paris,Hilton Garden Inn Paris La Villette,8.4,https://www.booking.com/hotel/fr/hilton-garden-inn-paris-la-villette.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from_sustainable_property_sr=1&from=searchresults
6,Paris,Hotel Abbatial Saint Germain,8.8,https://www.booking.com/hotel/fr/abbatial-st-germain.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSDNYBGg7iAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKy1JTUBsACAdICJDQ4NGYyZWM2LWU0YzAtNDdmNy05NmMzLWM0MWFmOTM5Mzk0Y9gCAeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=11a51c19e7e9008d&srepoch=1787111990&from=searchresults
